experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images depict people walking dogs outdoors on leashes, while `cat_1` images show people interacting with dogs in close proximity, such as holding, petting, or bathing them.\nRule: The presence of a person walking a dog on a leash outdoors.\nTest Image: A corgi dog sitting outdoors with people in the background.\nConclusion: cat_2']
67 | expected:'cat_1' | got='cat_2' | full: [' Analysis: The `cat_2` images all show whole apples being held or presented, while the `cat_1` images involve apples that are either being bitten into, peeled, cut, or otherwise altered.\nRule: The apples in `cat_2` are whole and unaltered.\nTest Image: The test image shows hands holding a whole apple.\nConclusion: cat_2']
68 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images all depict individuals either walking on the beach or in shallow water while holding a surfboard or kiteboarding equipment. The `cat_1` images show individuals actively surfing on waves or not on the beach at all.\nRule: Individuals are on the beach or in shallow water holding surfboards or kiteboarding equipment.\nTest Image: A person on the beach holding a kiteboarding kite.\nConclusion: cat_2']
69 | expected:'cat_1' | got='cat_1' | full: ['Analysis: The `cat_2` images all depict individuals carrying surfboards, either walking towards or away from the water, while `cat_1` images show people actively surfing on waves or not in a beach setting with surfboards.\nRule: Individuals are carrying surfboards and not actively surfing.\nTest Image: The person is actively surfing on a wave.\nConclusion: cat_1']
70 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all show individuals holding surfboards, either on the beach or near the water, while `cat_1` images depict people actively surfing on waves or engaging in activities not directly related to holding a surfboard.\nRule: Individuals are holding surfboards.\nTest Image: A man on the beach holding a surfboard.\nConclusion: cat_2']
71 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict individuals holding or carrying surfboards, while the `cat_1` images show individuals actively surfing on waves or engaging in activities not directly related to carrying a surfboard.\nRule: Individuals are holding or carrying a surfboard.\nTest Image: The test image shows a person engaged in kite surfing, actively using a surfboard while being pulled by a kite.\nConclusion: cat_1']
72 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all show people biting into or eating an apple, while the `cat_1` images either show people not eating an apple or not interacting with an apple at all.\nRule: The image must show a person biting into or eating an apple.\nTest Image: A person is shown biting into an apple.\nConclusion: cat_2']
73 | expected:'cat_1' | got='cat_1' | full: ['Analysis: The `cat_2` images all show people biting or eating an apple, while the `cat_1` images either show people not eating an apple or not interacting with an apple at all.\nRule: The person in the image must be actively biting or eating an apple.\nTest Image: A woman holding a baby and an apple, but not eating it.\nConclusion: cat_1']
74 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict people actively biting or eating an apple, while the `cat_1` images show apples being held, cut, or prepared but not being eaten.\nRule: The presence of a person actively biting or eating an apple.\nTest Image: A man is actively biting an apple while another apple is on his head.\nConclusion: cat_2']
75 | expected:'cat_1' | got='cat_1' | full: ['Analysis: The `cat_2` images all depict people actively eating apples, while the `cat_1` images show apples being held, cut, or prepared but not being eaten.\nRule: People are actively eating apples.\nTest Image: A woman reaching for an apple on a tree.\nConclusion: cat_1']
76 | expected:'cat_2' | got='cat_2' | full: ["Analysis: The `cat_2` images all depict individuals on a beach or near the shore, either carrying or preparing to use a surfboard, while `cat_1` images show individuals actively surfing on waves or in water.\nRule: Individuals are on the beach or near the shore with surfboards, not actively surfing on waves.\nTest Image: A close-up of a person's hand on a surfboard with the ocean in the background.\nConclusion: cat_2"]
77 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict individuals on a beach or near the shore, either carrying or preparing to use a surfboard, while `cat_1` images show individuals actively surfing on waves or in water, not on the beach.\nRule: Individuals are on the beach or near the shore, not actively surfing on waves.\nTest Image: The test image shows a person kite surfing over the water, not on the beach or near the shore.\nConclusion: cat_1']
78 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict a single person lying down on a bench, while the `cat_1` images show people sitting on benches or not interacting with benches in a lying-down manner. The test image shows a person lying down on a bench.\nRule: A single person lying down on a bench.\nTest Image: A man lying down on a bench.\nConclusion: cat_2']
79 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict a single person lying down on a bench, while the `cat_1` images show people sitting on benches or not interacting with benches in a lying-down manner. The test image shows a person sitting on a bench, not lying down.\nRule: The person must be lying down on the bench.\nTest Image: A person is sitting on a bench, reading a newspaper.\nConclusion: cat_1']
80 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict individuals carrying surfboards, either walking towards or away from the water, while `cat_1` images show individuals either surfing on waves or in a setting unrelated to carrying a surfboard to the water.\nRule: Individuals are carrying surfboards towards or away from the water.\nTest Image: A person in a wetsuit carrying a surfboard while walking on a rocky shore near the water.\nConclusion: cat_2']
81 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict individuals carrying surfboards on the beach or near the water, while `cat_1` images show individuals actively surfing on waves or in settings unrelated to the beach.\nRule: Individuals are carrying surfboards on the beach or near the water.\nTest Image: The individual is actively surfing on a wave.\nConclusion: cat_1']
82 | expected:'cat_2' | got='cat_1' | full: [' Analysis: The `cat_2` images depict multiple people interacting in a group setting, such as offices, classrooms, dining areas, or meetings. The `cat_1` images show individuals alone or in a setting where they are not interacting with others in a group context. The test image shows a single child eating at a table, with no interaction with others in a group setting.\nRule: The presence of multiple people interacting in a group setting.\nTest Image: A single child eating at a table.\nConclusion: cat_1']
83 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images depict multiple people interacting in a shared space, such as offices, classrooms, or dining areas. The `cat_1` images show individuals alone or in a setting where interaction is not the focus. The test image shows a single person relaxing on a rooftop, with no interaction with others.\nRule: The presence of multiple people interacting in a shared space.\nTest Image: A single person relaxing on a rooftop.\nConclusion: cat_1']
84 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images depict individuals actively surfing on waves, while `cat_1` images show individuals with surfboards but not actively surfing.\nRule: The person is actively surfing on a wave.\nTest Image: A person is actively surfing on a wave.\nConclusion: cat_2']
85 | expected:'cat_1' | got='cat_1' | full: [" Analysis: The `cat_2` images depict individuals actively surfing on waves, while `cat_1` images show people with surfboards but not actively surfing.\nRule: The presence of active surfing on waves.\nTest Image: A shop interior with surfboards and a person's feet visible.\nConclusion: cat_1"]
