experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: labeled

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all show people walking dogs on leashes. The cat_1 images show people holding or interacting closely with dogs, often in a more intimate or caregiving manner (e.g., bathing, cuddling, examining).\nRule: The presence of a leash connecting a person to a dog.\nTest Image: The test image shows a dog sitting and looking at the camera, wearing a collar but not connected to a leash.\nConclusion: cat_1']'
84 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict a surfer actively riding a wave, in motion. The cat_1 images show people with surfboards, but not actively riding a wave - they are either walking on the beach with the board, standing still, or partially out of the water.\nRule: The images are categorized based on whether the surfer is actively riding a wave.\nTest Image: The test image shows a surfer actively riding a wave.\nConclusion: cat_2']'
85 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict a person actively surfing on a wave. The cat_1 images show people with surfboards, but not actively riding a wave - they are walking on the beach with the board, or standing near the water.\nRule: The images in cat_2 show a person actively surfing on a wave, while cat_1 images show people with surfboards but not actively surfing.\nTest Image: The test image shows a surf shop with surfboards on display. There is no one actively surfing.\nConclusion: cat_1']'
86 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all feature people sitting on benches and reading or using a laptop. The cat_1 images show people in more unusual or playful poses on benches, or with other figures like a statue or a costumed character.\nRule: The presence of a person reading or using a laptop while sitting on a bench.\nTest Image: The test image shows a person sitting on a bench, but is not reading or using a laptop.\nConclusion: cat_1']'
87 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all feature a single person sitting on a bench, often reading or using a laptop. The cat_1 images all feature multiple people on the bench.\nRule: Number of people on the bench. Cat_2 has one person, cat_1 has more than one.\nTest Image: The test image shows two people sitting on a bench.\nConclusion: cat_1']'
88 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict a person actively riding a wakeboard or surfboard, being pulled by a boat or jet ski. The cat_1 images show surfboards on the beach, or people standing with surfboards but not actively riding.\nRule: The images in cat_2 show a person actively riding a wakeboard or surfboard while being towed.\nTest Image: The test image shows a person actively riding a surfboard on a wave.\nConclusion: cat_2']'
89 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict people actively riding a wakeboard or surfboard, being pulled by a boat or wave. The cat_1 images show surfboards on the beach, or people standing/walking with surfboards on the beach, but not actively riding.\nRule: The images in cat_2 show people actively riding a wakeboard or surfboard.\nTest Image: The test image shows a person walking on the beach carrying a surfboard. They are not actively riding it.\nConclusion: cat_1']'
90 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict people sitting upright on benches, often engaged in activities like using a phone or observing their surroundings. The cat_1 images depict people lying down or slumped over on benches, appearing to be sleeping or resting.\nRule: The distinguishing rule is whether the person is sitting upright or lying down/slumped over on the bench.\nTest Image: The test image shows a person sitting upright on a bench.\nConclusion: cat_2']'
91 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict people sitting upright on benches. The cat_1 images all depict people lying down on benches.\nRule: The distinguishing rule is whether the person is sitting upright or lying down on the bench.\nTest Image: The test image depicts a person lying down on a bench.\nConclusion: cat_1']'
92 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict people sleeping or lying down on benches. The cat_1 images show people sitting or standing near benches, or engaged in other activities.\nRule: The presence of a person lying down or sleeping on a bench.\nTest Image: The test image shows a person lying down on a bench.\nConclusion: cat_2']'
93 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The cat_2 images all depict people sleeping or lying down on benches. The cat_1 images show people sitting on benches, engaged in other activities like walking, talking, or eating.\nRule: The presence of a person sleeping or lying down on the bench.\nTest Image: The test image shows a person lying on a bench with their legs extended.\nConclusion: cat_2']'
94 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict people sitting on benches with their legs visible and not obscured by anything. The cat_1 images all depict people with their legs obscured or hidden from view.\nRule: The presence of visible legs while sitting on a bench.\nTest Image: The test image shows a person sitting on a bench with their legs clearly visible.\nConclusion: cat_2']'
95 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all feature people sitting on benches. The cat_1 images do not contain benches or people sitting on benches.\nRule: Presence of people sitting on a bench.\nTest Image: The test image shows a car in a parking lot. There are no benches or people sitting on benches.\nConclusion: cat_1']'
96 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all show people sitting upright on benches, often reading or using a phone. The cat_1 images show people lying down or in unusual positions on benches.\nRule: The presence of a person sitting upright on the bench.\nTest Image: The test image shows a man sitting upright on a bench.\nConclusion: cat_2']'
97 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all show people sitting upright on benches, often reading or using a phone. The cat_1 images all show people lying down on benches.\nRule: The distinguishing rule is whether the person is sitting upright or lying down on the bench.\nTest Image: The test image shows a person lying down on a bench.\nConclusion: cat_1']'
98 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict a person actively surfing on a wave, in motion. The cat_1 images all depict a person with a surfboard, but not actively surfing - they are either on the beach, repairing the board, or standing with the board.\nRule: The images are categorized based on whether the person is actively surfing on a wave.\nTest Image: The test image shows a person actively surfing on a wave.\nConclusion: cat_2']'
99 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict a person actively surfing on a wave. The cat_1 images all depict a person with a surfboard, but not actively surfing – they are either on the beach, sitting with the board, or preparing the board.\nRule: The images in cat_2 show a person *on* a wave, actively surfing.\nTest Image: The test image shows a person carrying multiple surfboards on the beach. They are not on a wave.\nConclusion: cat_1']'
100 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all feature people sitting in chairs in an indoor setting, often with a backdrop of a presentation or a whiteboard. The cat_1 images all feature people reclining in lounge chairs in outdoor settings.\nRule: The images are categorized based on whether the people are sitting upright in chairs indoors (cat_2) or reclining in lounge chairs outdoors (cat_1).\nTest Image: The test image shows a person reclining in a chair outdoors.\nConclusion: cat_1']'
