experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The common rule for the `cat_2` images is that they all feature people walking dogs on leashes.\nRule: Images with people walking dogs on leashes belong to the `cat_2` category.\nTest Image: The test image shows a dog sitting on the ground with a person holding its leash.\nConclusion: cat_1']'
46 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people actively surfing or working with surfboards, primarily at beaches or near the ocean. The `cat_1` images show people engaged in various other activities, such as woodworking, walking, or simply standing with surfboards.\nRule: The images belong to `cat_2` if they prominently feature people engaging in surfing or related activities (e.g., working on surfboards, walking with surfboards).\nTest Image: The test image shows a man standing on a surfboard at the beach.\nConclusion: cat_2']'
47 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people surfing. The `cat_1` images show various other activities, such as working on surfboards, walking with surfboards, and general scenes without surfing.\nRule: Images showing people surfing.\nTest Image: A person surfing on a wave.\nConclusion: cat_2']'
48 | expected:'cat_2' | got='cat_2 | full: ['Analysis: All the cat_2 images show a person lying on a park bench.\nRule: People lying on park benches.\nTest Image: A person lying on a park bench under an umbrella.\nConclusion: cat_2']'
49 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The common rule for the first six images (cat_2) is that people are lying on benches.\nRule: People are lying on benches.\nTest Image: People are sitting on benches.\nConclusion: cat_2']'
50 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all feature people wearing sunglasses.\nRule: All images in `cat_2` contain people wearing sunglasses.\nTest Image: The test image shows a woman wearing sunglasses.\nConclusion: cat_2']'
51 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all feature people wearing sunglasses.\nRule: All images in `cat_2` contain people wearing sunglasses.\nTest Image: The test image shows two women wearing sunglasses.\nConclusion: cat_2']'
52 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The common rule among the `cat_2` images is that they all feature scissors or knives being held by people.\nRule: Presence of scissors or knives in the image.\nTest Image: The test image shows a person holding scissors.\nConclusion: cat_2']'
53 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The common rule among the first six images (cat_2) is that they all feature people holding scissors.\nRule: All images in the cat_2 group contain a person holding scissors.\nTest Image: The test image shows a person holding scissors.\nConclusion: cat_2']'
54 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The first six images (cat_2) all depict people (adults and children) eating apples. The common element is the action of eating an apple. The last six images (cat_1) depict various people, but none are actively eating apples.\nRule: People eating apples.\nTest Image: A woman is eating an apple.\nConclusion: cat_2']'
55 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The first six images all show people (adults and children) eating apples.\nRule: All images show people eating apples.\nTest Image: The test image shows a child eating an apple and water is splashing around.\nConclusion: cat_2']'
56 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people sitting or lying on benches outdoors.\nRule: People sitting or lying on a bench.\nTest Image: A person is lying on a bench outdoors.\nConclusion: cat_2']'
57 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people sitting or lying on a bench, often with a relaxed posture and a background that suggests a public space.\nRule: People sitting or lying on a bench.\nTest Image: People sitting on a bench.\nConclusion: cat_2']'
58 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict adult tennis players, predominantly male, holding a tennis racket and positioned on a tennis court. The focus is on the players and the tennis equipment.\nRule: The images show adult tennis players.\nTest Image: The test image shows a young child holding a tennis racket on a tennis court.\nConclusion: cat_1']'
59 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict tennis players in action, specifically during a serve or a shot. The `cat_1` images show people playing tennis, but they are not actively engaged in a serve or shot.\nRule: The images belong to `cat_2` if they show a tennis player in the act of serving or hitting the ball.\nTest Image: The test image shows a tennis player in the act of serving.\nConclusion: cat_2']'
60 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The common rule among the first six images is that they all feature people (or children) holding or interacting with apples.\nRule: All images contain a person (or child) holding or interacting with an apple.\nTest Image: The test image shows a person holding a yellow apple.\nConclusion: cat_2']'
61 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all feature people (adults and children) holding or eating apples.\nRule: Images containing people holding or eating apples.\nTest Image: The test image shows a child holding an apple.\nConclusion: cat_2']'
62 | expected:'cat_2' | got='cat_2 | full: ['Analysis: All the cat_2 images show people sitting or lying on a bench.\nRule: People sitting or lying on a bench.\nTest Image: A person is sitting on a bench with a dog.\nConclusion: cat_2']'
63 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The common rule among the `cat_2` images is that they all depict people sitting on a bench outdoors.\nRule: All images show a person sitting on a bench.\nTest Image: The test image shows a person sitting on a bench outdoors.\nConclusion: cat_2']'
64 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people carrying surfboards on the beach, often with waves in the background. They consistently show individuals walking with surfboards.\nRule: Images featuring people carrying surfboards on the beach.\nTest Image: People carrying surfboards on the beach.\nConclusion: cat_2']'
65 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people carrying surfboards on the beach or in the water. The `cat_1` images show various activities unrelated to surfing.\nRule: Images showing people carrying surfboards on the beach or in the water.\nTest Image: A person surfing on a wave.\nConclusion: cat_2']'
66 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all feature people holding or eating apples. The `cat_1` images do not feature apples.\nRule: Images containing people holding or eating apples.\nTest Image: The test image shows a person holding a green apple.\nConclusion: cat_2']'
67 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The first six images all depict people holding or eating apples. The remaining images do not show apples.\nRule: All images show people holding or eating apples.\nTest Image: The test image shows a child washing an apple.\nConclusion: cat_1']'
68 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The first six images (cat_2) all depict people surfing or kitesurfing on the beach. The remaining six images (cat_1) show various activities related to surfing, but without the presence of a surfboard.\nRule: The images belong to cat_2 if they show people actively surfing or kitesurfing.\nTest Image: The test image shows a person kitesurfing.\nConclusion: cat_2']'
69 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people surfing. The `cat_1` images show various activities related to surfing, such as carrying surfboards, standing on the beach, or watching someone surf.\nRule: All images show people actively engaged in surfing.\nTest Image: The test image shows a person surfing.\nConclusion: cat_2']'
70 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people holding surfboards on beaches or near the ocean, with a focus on the surfboard itself and the person holding it. The images share a consistent theme of surfing culture.\nRule: Images featuring people holding surfboards on beaches or near the ocean.\nTest Image: A man holding a surfboard on a beach.\nConclusion: cat_2']'
71 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people surfing. The `cat_1` images show various other activities, including woodworking, driving, and kiteboarding.\nRule: All images show people surfing.\nTest Image: The test image shows a person kiteboarding.\nConclusion: cat_1']'
