experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show dogs being walked by their owners on leashes, while cat_1 samples show dogs being held or petted by their owners. The test image shows a dog being walked on a leash by its owner.\n\nRule: Dogs being walked by their owners on leashes.\n\nTest Image: A dog is being walked on a leash by its owner.\n\nConclusion: cat_2']
23 | expected:'cat_1' | got='cat_1' | full: [' Analysis: All cat_2 samples show a person holding an apple, while cat_1 samples show a person eating an apple. The test image shows a person cutting an apple, which is not a person holding an apple.\n\nRule: A person holding an apple\n\nTest Image: A person is cutting an apple on a cutting board\n\nConclusion: cat_1']
24 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show a person holding an apple, while cat_1 samples show a person holding a fruit other than an apple. The test image shows a person holding an apple, which aligns with the cat_2 samples.\n\nRule: A person holding an apple.\n\nTest Image: A person holding an apple.\n\nConclusion: cat_2']
25 | expected:'cat_1' | got='cat_2' | full: [' Analysis: All cat_2 samples show a person holding an apple, while cat_1 samples show a person holding a fruit other than an apple. The test image shows a person holding an apple, which aligns with the cat_2 samples.\n\nRule: A person holding an apple.\n\nTest Image: A person holding an apple.\n\nConclusion: cat_2']
26 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show a person using scissors to cut something, while cat_1 samples do not. The test image shows a person in military uniform cutting a ribbon, which aligns with the cat_2 samples.\n\nRule: The rule is that cat_2 samples show a person using scissors to cut something, while cat_1 samples do not.\n\nTest Image: A person in military uniform is cutting a ribbon with scissors.\n\nConclusion: cat_2']
27 | expected:'cat_1' | got='cat_2' | full: [' Analysis: All cat_2 samples show a person using scissors to cut something, while cat_1 samples do not. The test image shows a person using scissors to cut a piece of paper.\n\nRule: The rule is that cat_2 samples show a person using scissors to cut something, while cat_1 samples do not.\n\nTest Image: A person is using scissors to cut a piece of paper.\n\nConclusion: cat_2']
28 | expected:'cat_2' | got='cat_2' | full: ['1. The rule is that cat_2 samples are taken in a tennis court setting with multiple people playing or watching, while cat_1 samples are taken in a tennis court setting with a single person playing.\n2. The test image shows a tennis player in action on a court with a crowd in the background, indicating a match or practice session with multiple people present.\n3. Conclusion: cat_2']
29 | expected:'cat_1' | got='cat_1' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples show a group of people playing tennis together, while the `cat_1` samples show a single person playing tennis.\n2. The test image shows a single person playing tennis, holding a racket and in a ready position to hit the ball.\n3. Conclusion: cat_1']
30 | expected:'cat_2' | got='cat_2' | full: ['1. The rule is that cat_2 images show people actively surfing on a wave, while cat_1 images show people holding or preparing to surf but not actively surfing.\n2. The test image shows a person actively surfing on a wave, wearing a bikini and holding a surfboard.\n3. Conclusion: cat_2']
31 | expected:'cat_1' | got='cat_1' | full: ['1. The rule is that cat_2 images show people actively surfing on a wave, while cat_1 images show people holding or standing with a surfboard but not actively surfing.\n2. The test image shows a person holding a surfboard on the beach, not actively surfing on a wave.\n3. Conclusion: cat_1']
32 | expected:'cat_2' | got='cat_2' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples show people carrying or holding surfboards, while the `cat_1` samples show people surfing actively on the waves.\n2. The test image shows a person walking on a beach with a surfboard, which is similar to the `cat_2` samples.\n3. Conclusion: cat_2']
33 | expected:'cat_1' | got='cat_1' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples show people carrying or holding a surfboard, while the `cat_1` samples show people actively surfing or riding a wave.\n2. The test image shows a person actively surfing on a wave, which is a clear indication of the `cat_1` category.\n3. Conclusion: cat_1']
34 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show a person eating an apple, while cat_1 samples show a person holding an apple. The test image shows a person eating an apple, which aligns with the cat_2 samples.\n\nRule: A person eating an apple.\n\nTest Image: A person is eating an apple.\n\nConclusion: cat_2']
35 | expected:'cat_1' | got='cat_1' | full: [' Analysis: All cat_2 samples show a person eating an apple, while cat_1 samples show a person holding an apple. The test image shows a person washing apples, which is not related to eating or holding an apple.\n\nRule: The distinguishing rule is that cat_2 samples show a person eating an apple, while cat_1 samples show a person holding an apple.\n\nTest Image: A person is washing apples under running water.\n\nConclusion: cat_1']
36 | expected:'cat_2' | got='cat_1' | full: [' Analysis: All cat_2 images show people sitting on benches, while cat_1 images show benches without people. The test image shows a bench with a statue sitting on it, which is not a person.\n\nRule: People sitting on benches\n\nTest Image: A bench with a statue sitting on it\n\nConclusion: cat_1']
37 | expected:'cat_1' | got='cat_1' | full: [' Analysis: All cat_2 images show people sitting on benches, while cat_1 images show benches without people. The test image shows a person lying on a bench, which is not a common activity for benches in the cat_2 images.\n\nRule: Benches with people sitting on them\n\nTest Image: A person is lying on a bench in a playground setting\n\nConclusion: cat_1']
38 | expected:'cat_2' | got='cat_2' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples show a person actively surfing on a wave, while the `cat_1` samples show a person either walking towards the water with a surfboard or standing on the beach with a surfboard.\n2. The test image shows a person actively surfing on a wave, which aligns with the rule for `cat_2` samples.\n3. Conclusion: cat_2']
39 | expected:'cat_1' | got='cat_1' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples show a person actively surfing on a wave, while the `cat_1` samples show a person either walking towards the water with a surfboard or standing on the beach with a surfboard.\n2. The test image shows a group of four people standing on a cliff overlooking the ocean, each holding a surfboard. They are not actively surfing on a wave.\n3. Conclusion: cat_1']
40 | expected:'cat_2' | got='cat_2' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples all feature a person holding an apple, while the `cat_1` samples do not.\n2. The test image shows a person holding an apple.\n3. Conclusion: cat_2']
41 | expected:'cat_1' | got='cat_2' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples all feature a person holding an apple, while the `cat_1` samples do not.\n2. The test image shows a person holding an apple, which aligns with the rule for `cat_2`.\n3. Conclusion: cat_2']
42 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show a person holding an apple, while cat_1 samples show a person holding a different fruit or not holding a fruit at all. The test image shows a person holding an apple.\n\nRule: A person holding an apple.\n\nTest Image: A person holding an apple.\n\nConclusion: cat_2']
43 | expected:'cat_1' | got='cat_1' | full: [' Analysis: All cat_2 samples show a person holding an apple, while cat_1 samples show a person holding a pear. The test image shows a person holding a pear.\nRule: The rule is that cat_2 samples show a person holding an apple, while cat_1 samples show a person holding a pear.\nTest Image: A person is holding a pear.\nConclusion: cat_1']
