experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people walking multiple dogs in urban settings, while the `cat_1` images show people interacting with single dogs or dogs in different settings.\n\nRule: `cat_2` images depict multiple dogs being walked by people in urban environments.\n\nTest Image: A single dog sitting on the ground in an urban setting.\n\nConclusion: cat_1\n']'
16 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the person is holding the surfboard while standing on the beach, not in the water.\n\nRule: The person must be holding the surfboard while standing on the beach, not in the water.\n\nTest Image: The person is holding the surfboard while standing on the beach.\n\nConclusion: cat_2\n']'
17 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the person is holding a surfboard and walking towards the water, while cat_1 shows the person either riding a wave or already in the water.\n\nRule: The person must be holding a surfboard and walking towards the water.\n\nTest Image: The person is holding a surfboard and walking towards the water.\n\nConclusion: cat_2\n']'
18 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all show people biting into an apple, while the `cat_1` images show people holding or interacting with apples in different ways, such as picking, cutting, or standing near them.\n\nRule: The distinguishing rule is that `cat_2` images show people biting into an apple, whereas `cat_1` images do not show biting.\n\nTest Image: The test image shows a person biting into an apple.\n\nConclusion: cat_2\n']'
19 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people eating apples, while the `cat_1` images show people picking or holding apples but not eating them.\n\nRule: People in `cat_2` images are eating apples, whereas people in `cat_1` images are picking or holding apples but not eating them.\n\nTest Image: The test image shows a person holding an apple in each hand but not eating either of them.\n\nConclusion: cat_1\n']'
20 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the person holding the apple is an adult male. All the cat_2 images show adult males holding apples, while cat_1 images show either non-adults or females holding apples.\n\nRule: The image must show an adult male holding an apple.\n\nTest Image: The image shows an adult male holding an apple.\n\nConclusion: cat_2\n']'
21 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The distinguishing rule is that cat_2 images show a person holding an apple, while cat_1 images do not.\n\nRule: The image must show a person holding an apple.\n\nTest Image: The image shows a person holding an apple.\n\nConclusion: cat_2\n']'
22 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding apples, while the `cat_1` images show people eating apples.\n\nRule: People holding apples belong to `cat_2`, while people eating apples belong to `cat_1`.\n\nTest Image: The test image shows a person holding an apple.\n\nConclusion: cat_2\n']'
23 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people holding apples, while the `cat_1` images show people eating apples.\n\nRule: People holding apples belong to `cat_2`, while people eating apples belong to `cat_1`.\n\nTest Image: The image shows a person cutting an apple on a cutting board.\n\nConclusion: cat_1\n']'
24 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show people holding or interacting with apples in various contexts, including different poses and settings. The images in cat_1 show people eating or biting into apples.\n\nRule: Images in cat_2 show people holding or interacting with apples, while images in cat_1 show people eating or biting into apples.\n\nTest Image: The test image shows a child holding an apple.\n\nConclusion: cat_2\n']'
25 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding or interacting with apples, while the `cat_1` images show people eating or biting into apples.\n\nRule: If the person is holding or interacting with an apple without eating it, it belongs to `cat_2`. If the person is eating or biting into an apple, it belongs to `cat_1`.\n\nTest Image: The image shows a woman holding an apple while smiling.\n\nConclusion: cat_2\n']'
26 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people holding or interacting with food items, such as pizza, while the `cat_1` images show people in various other activities, such as playing games, crafting, or being in a classroom.\n\nRule: The distinguishing rule is that `cat_2` images involve people interacting with food items, whereas `cat_1` images do not.\n\nTest Image: The test image shows a man and a woman in military uniforms standing together, with the woman receiving a certificate or award from the man.\n\nConclusion: cat_1\n']'
27 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The images in cat_2 show people holding or interacting with food items, such as pizza, while the images in cat_1 show people in various other activities not related to food.\n\nRule: The distinguishing rule is that cat_2 images involve people interacting with food items, whereas cat_1 images do not.\n\nTest Image: The test image shows a person interacting with a piece of paper or document.\n\nConclusion: cat_1\n']'
28 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show a person playing tennis with a racket and a ball on a tennis court. The images in cat_1 do not show a clear tennis court or a ball in play.\n\nRule: The images must show a person playing tennis with a racket and a ball on a tennis court.\n\nTest Image: The image shows a person playing tennis with a racket and a ball on a tennis court.\n\nConclusion: cat_2\n']'
29 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show a person holding a tennis racket and standing on a tennis court. The cat_1 images either do not show a tennis court or the person is not holding a tennis racket.\n\nRule: The image must show a person holding a tennis racket and standing on a tennis court.\n\nTest Image: The image shows a person holding a tennis racket and standing on a tennis court.\n\nConclusion: cat_2\n']'
30 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all show people actively surfing on waves, riding the surfboard. The `cat_1` images show people either holding the surfboard or not on the wave.\n\nRule: The distinguishing rule is that `cat_2` images show people actively surfing on waves, while `cat_1` images show people either holding the surfboard or not on the wave.\n\nTest Image: The test image shows a person actively surfing on a wave, riding the surfboard.\n\nConclusion: cat_2\n']'
31 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the person is actively surfing on a wave with a surfboard. In contrast, cat_1 images show people either holding the surfboard or not on a wave.\n\nRule: The person must be actively surfing on a wave with a surfboard.\n\nTest Image: The person is holding a surfboard and appears to be walking into the water.\n\nConclusion: cat_1\n']'
32 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all show people with surfboards, either on the beach or in the water, while the `cat_1` images show people actively surfing on waves.\n\nRule: The images belong to `cat_2` if they show people with surfboards but not actively surfing on waves.\n\nTest Image: The image shows people walking on a beach with surfboards.\n\nConclusion: cat_2\n']'
33 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people holding surfboards and preparing to surf, while the `cat_1` images show people actively surfing on waves.\n\nRule: The distinguishing rule is that `cat_2` images show people with surfboards but not actively surfing, whereas `cat_1` images show people actively riding waves on surfboards.\n\nTest Image: The test image shows a person actively riding a wave on a surfboard.\n\nConclusion: cat_1\n']'
34 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show individuals eating an apple, while the `cat_1` images show individuals holding an apple but not necessarily eating it.\n\nRule: Individuals eating an apple belong to `cat_2`, while individuals holding an apple belong to `cat_1`.\n\nTest Image: The test image shows a man eating an apple.\n\nConclusion: cat_2\n']'
35 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show individuals eating apples, while the `cat_1` images show apples being prepared or held but not eaten.\n\nRule: The distinguishing criterion is whether the apple is being eaten or not.\n\nTest Image: The image shows a hand holding multiple apples under running water.\n\nConclusion: cat_1\n']'
