experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: labeled

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people walking multiple dogs in urban settings, while the `cat_1` images show people interacting with single dogs in various settings.\n\nRule: `cat_2` images have multiple dogs being walked by people in urban environments.\n\nTest Image: A single dog sitting on the ground in an urban setting.\n\nConclusion: cat_1\n']'
37 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people sitting on park benches, while the `cat_1` images show people either lying on benches or in black and white.\n\nRule: People sitting on park benches belong to `cat_2`, while people lying on benches or images in black and white belong to `cat_1`.\n\nTest Image: The image shows a person lying on a bench.\n\nConclusion: cat_1\n']'
38 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people actively surfing on waves, while the `cat_1` images show people either carrying surfboards or not on the waves.\n\nRule: The distinguishing rule is whether the person is actively riding a wave on a surfboard.\n\nTest Image: The person is actively riding a wave on a surfboard.\n\nConclusion: cat_2\n']'
39 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people actively surfing on waves, while the `cat_1` images show people either carrying surfboards or not on the waves.\n\nRule: The images belong to `cat_2` if they show people actively surfing on waves.\n\nTest Image: The image shows four men standing on a beach holding surfboards.\n\nConclusion: cat_1\n']'
40 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding apples, while the `cat_1` images show people either cutting, washing, or biting into apples.\n\nRule: People holding apples belong to `cat_2`, while people cutting, washing, or biting into apples belong to `cat_1`.\n\nTest Image: A person holding an apple in an orchard.\n\nConclusion: cat_2\n']'
41 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding apples, while the `cat_1` images show people either cutting, washing, or biting into apples.\n\nRule: People holding apples belong to `cat_2`, while people cutting, washing, or biting into apples belong to `cat_1`.\n\nTest Image: A person holding an apple.\n\nConclusion: cat_2']'
42 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people biting into or eating apples directly, while the `cat_1` images show people preparing, cutting, or holding apples without eating them.\n\nRule: People in the images are either eating apples directly or not.\n\nTest Image: A person biting into an apple.\n\nConclusion: cat_2\n']'
43 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding and biting into whole apples, while the `cat_1` images show apples being prepared or cut.\n\nRule: The images belong to `cat_2` if they show a person holding and biting into a whole apple.\n\nTest Image: A person holding three whole apples in an orchard.\n\nConclusion: cat_2\n']'
44 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people carrying surfboards and preparing to surf, while the `cat_1` images show people either already surfing or in the water with the surfboard.\n\nRule: The distinguishing rule is whether the person is carrying the surfboard or already in the water with it. If the person is carrying the surfboard, it is `cat_2`. If the person is already in the water or surfing, it is `cat_1`.\n\nTest Image: The test image shows two people standing on the beach with surfboards.\n\nConclusion: cat_2\n']'
45 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people carrying surfboards while the `cat_1` images show people either riding a surfboard or not holding one.\n\nRule: If a person is carrying a surfboard, it belongs to `cat_2`. If a person is riding a surfboard or not holding one, it belongs to `cat_1`.\n\nTest Image: The image shows a person in the water with a surfboard.\n\nConclusion: cat_1\n']'
46 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding or carrying surfboards on the beach, while the `cat_1` images show people in different settings, some with surfboards but not on the beach.\n\nRule: The images belong to `cat_2` if they show people holding or carrying surfboards on the beach.\n\nTest Image: A person holding a surfboard on the beach.\n\nConclusion: cat_2\n']'
47 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding or carrying surfboards on the beach or near the water. The `cat_1` images show people in different settings, including indoor activities and other outdoor activities not related to surfing.\n\nRule: `cat_2` images depict individuals with surfboards in beach or water-related settings.\n\nTest Image: A person riding a wave on a surfboard in the ocean.\n\nConclusion: cat_2\n']'
48 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people lying down on benches in public places, while the `cat_1` images show people either sitting or not on benches in public places.\n\nRule: If a person is lying down on a bench in a public place, it belongs to `cat_2`. If a person is sitting or not on a bench, it belongs to `cat_1`.\n\nTest Image: The image shows a person lying down under an umbrella on a bench in a public place.\n\nConclusion: cat_2\n']'
49 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people lying down on benches in public places, while the `cat_1` images show people either sitting or standing near benches.\n\nRule: People lying down on benches in public places belong to `cat_2`, while people sitting or standing near benches belong to `cat_1`.\n\nTest Image: The image shows multiple people sitting on a bench in a public place.\n\nConclusion: cat_1\n']'
50 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding handbags, while the `cat_1` images do not show any handbags.\n\nRule: The presence of a handbag in the image determines the category. If there is a handbag, it is `cat_2`. If there is no handbag, it is `cat_1`.\n\nTest Image: The image shows a person carrying a red handbag.\n\nConclusion: cat_2\n']'
51 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding handbags, while the `cat_1` images do not show any handbags.\n\nRule: The presence of a handbag in the image determines the category. If there is a handbag, it is `cat_2`. If there is no handbag, it is `cat_1`.\n\nTest Image: The image shows a bride and a woman standing together, and there is a handbag visible.\n\nConclusion: cat_2\n']'
52 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding or using scissors in a playful or humorous manner, often with exaggerated expressions or actions. The `cat_1` images show people using scissors in a more practical or serious context, such as cutting paper or fabric.\n\nRule: The distinguishing rule is whether the person is using scissors in a playful or humorous manner.\n\nTest Image: A person holding a pair of scissors in a way that appears playful or humorous.\n\nConclusion: cat_2']'
53 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding or using scissors, while the `cat_1` images show people holding or using other objects like boxes, baskets, or tools.\n\nRule: The images belong to `cat_2` if they show people holding or using scissors.\n\nTest Image: A person holding scissors.\n\nConclusion: cat_2']'
54 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people biting into an apple, while the `cat_1` images show people holding an apple but not biting into it.\n\nRule: People biting into an apple.\n\nTest Image: A woman biting into an apple.\n\nConclusion: cat_2\n']'
55 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people biting into apples, while the `cat_1` images show people holding apples but not biting into them.\n\nRule: People biting into apples belong to `cat_2`, while people holding apples without biting belong to `cat_1`.\n\nTest Image: A person is biting into an apple.\n\nConclusion: cat_2\n']'
56 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people lying down on benches or similar structures, while the `cat_1` images show people sitting upright on benches or similar structures.\n\nRule: People lying down versus sitting upright on benches or similar structures.\n\nTest Image: A person is lying down on a bench.\n\nConclusion: cat_2\n']'
57 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show individuals lying down or reclining on a bench, while the `cat_1` images show individuals sitting upright on a bench.\n\nRule: The distinguishing criterion is the posture of the individuals on the bench. If the person is lying down or reclining, it belongs to `cat_2`. If the person is sitting upright, it belongs to `cat_1`.\n\nTest Image: The test image shows three individuals sitting upright on a bench.\n\nConclusion: cat_1\n']'
